Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP097562.1	1844217	1844849		plus	cytochrome b/b6 domain-containing protein		0	protein-coding		WP_023276017.1	210	N508_RS08625
NZ_CP097562.1	1845378	1846343		plus	lipid A deacylase LpxR family protein		0	protein-coding		WP_143815596.1	321	N508_RS08630
NZ_CP097562.1	1846861	1847067		plus	selenite/tellurite reduction operon protein ExtJ		0	protein-coding		WP_023276019.1	68	N508_RS08635
NZ_CP097562.1	1847334	1849190		plus	selenite/tellurite reduction operon c-type cytochrome ExtM	extM	0	protein-coding		WP_023276020.1	618	N508_RS08640
NZ_CP097562.1	1849144	1850286		plus	selenite/tellurite reduction operon b-type cytochrome iron-sulfur cluster-binding subunit ExtO	extO	0	protein-coding		WP_023276021.1	380	N508_RS08645
NZ_CP097562.1	1850636	1852891		plus	ankyrin repeat domain-containing protein		0	protein-coding		WP_023276022.1	751	N508_RS08650
NZ_CP097562.1	1853226	1853687		minus	DUF6194 family protein		0	protein-coding		WP_023276023.1	153	N508_RS08655
NZ_CP097562.1	1853767	1854228		minus	chemotaxis protein CheX		0	protein-coding		WP_023276024.1	153	N508_RS08660
NZ_CP097562.1	1854255	1855463		minus	threonine ammonia-lyase	ilvA	0	protein-coding		WP_023276025.1	402	N508_RS08665
NZ_CP097562.1	1855486	1856484		minus	ankyrin repeat domain-containing protein		0	protein-coding		WP_023276026.1	332	N508_RS08670
NZ_CP097562.1	1856538	1857665		minus	2-iminoacetate synthase ThiH	thiH	0	protein-coding		WP_023276027.1	375	N508_RS08675
NZ_CP097562.1	1857665	1858441		minus	thiazole synthase		0	protein-coding		WP_023276028.1	258	N508_RS08680
NZ_CP097562.1	1858525	1859421		minus	IS3 family transposase		0	protein-coding		WP_143815552.1	298	N508_RS08685
NZ_CP097562.1	1859352	1859909		minus	hypothetical protein		0	protein-coding		WP_023275779.1	185	N508_RS08690
NZ_CP097562.1	1859951	1861384		minus	hypothetical protein		0	protein-coding		WP_023276029.1	477	N508_RS08695
NZ_CP097562.1	1861902	1863272		plus	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU	0	protein-coding		WP_023276030.1	456	N508_RS08700
NZ_CP097562.1	1863276	1865030		plus	chloride channel protein		0	protein-coding		WP_023276031.1	584	N508_RS08705
NZ_CP097562.1	1865051	1867195		plus	UvrD-helicase domain-containing protein		0	protein-coding		WP_283805229.1	714	N508_RS08710
NZ_CP097562.1	1867332	1867736		plus	methylmalonyl-CoA epimerase	mce	0	protein-coding		WP_023276033.1	134	N508_RS08715
NZ_CP097562.1	1868113	1869843		minus	hypothetical protein		0	protein-coding		WP_023276034.1	576	N508_RS08720
NZ_CP097562.1	1870184	1871098		plus	cysteine synthase A	cysK	0	protein-coding		WP_023276035.1	304	N508_RS08725
NZ_CP097562.1	1871114	1873237		plus	ribonuclease R	rnr	0	protein-coding		WP_023276036.1	707	N508_RS08730
NZ_CP097562.1	1873513	1875147		minus	DUF6348 family protein		0	protein-coding		WP_023276037.1	544	N508_RS08735
NZ_CP097562.1	1875152	1875850		minus	hypothetical protein		0	protein-coding		WP_023276038.1	232	N508_RS08740
NZ_CP097562.1	1876010	1878022		minus	methyl-accepting chemotaxis protein		0	protein-coding		WP_023276039.1	670	N508_RS08745
NZ_CP097562.1	1878915	1879703		plus	TOBE domain-containing protein		0	protein-coding		WP_023276040.1	262	N508_RS08750
NZ_CP097562.1	1879705	1880736		plus	lipid A deacylase LpxR family protein		0	protein-coding		WP_023276041.1	343	N508_RS08755
NZ_CP097562.1	1880824	1881807		plus	DNA (cytosine-5-)-methyltransferase	dcm	0	protein-coding		WP_023276042.1	327	N508_RS08760
NZ_CP097562.1	1881810	1882562		plus	hypothetical protein		0	protein-coding		WP_023276043.1	250	N508_RS08765
NZ_CP097562.1	1882576	1884183		minus	potassium/proton antiporter		0	protein-coding		WP_023276044.1	535	N508_RS08770
NZ_CP097562.1	1884197	1884640		minus	GNAT family N-acetyltransferase		0	protein-coding		WP_023276045.1	147	N508_RS08775
NZ_CP097562.1	1884648	1885442		minus	NYN domain-containing protein		0	protein-coding		WP_040636892.1	264	N508_RS08780
NZ_CP097562.1	1885442	1887331		minus	putative nucleotidyltransferase substrate binding domain-containing protein		0	protein-coding		WP_023276047.1	629	N508_RS08785
NZ_CP097562.1	1887714	1888448		plus	DUF815 domain-containing protein		0	protein-coding		WP_023276048.1	244	N508_RS08790
NZ_CP097562.1	1888458	1888685		plus	hypothetical protein		0	protein-coding		WP_023276049.1	75	N508_RS08795
NZ_CP097562.1	1888688	1889908		plus	hypothetical protein		0	protein-coding		WP_023276050.1	406	N508_RS08800
NZ_CP097562.1	1890242	1891261		plus	phenylalanine--tRNA ligase subunit alpha	pheS	0	protein-coding		WP_023276051.1	339	N508_RS08805
NZ_CP097562.1	1891270	1893669		plus	phenylalanine--tRNA ligase subunit beta	pheT	0	protein-coding		WP_023276052.1	799	N508_RS08810
NZ_CP097562.1	1893870	1895405		plus	ankyrin repeat domain-containing protein		0	protein-coding		WP_023276053.1	511	N508_RS08815
NZ_CP097562.1	1895411	1896703		plus	hypothetical protein		0	protein-coding		WP_251930608.1	430	N508_RS08820
NZ_CP097562.1	1897177	1897851		minus	S24 family peptidase		0	protein-coding		WP_023276055.1	224	N508_RS08825
NZ_CP097562.1	1898066	1898305		plus	helix-turn-helix domain-containing protein		0	protein-coding		WP_023276056.1	79	N508_RS08830
NZ_CP097562.1	1898437	1899486		plus	mechanosensitive ion channel family protein		0	protein-coding		WP_023276057.1	349	N508_RS08835
NZ_CP097562.1	1899933	1901459		plus	DNA polymerase III subunit gamma/tau	dnaX	0	protein-coding		WP_023276058.1	508	N508_RS08840
NZ_CP097562.1	1901474	1901632		plus	hypothetical protein		0	protein-coding		WP_023276059.1	52	N508_RS08845
NZ_CP097562.1	1901657	1901965		plus	YbaB/EbfC family nucleoid-associated protein		0	protein-coding		WP_023276060.1	102	N508_RS08850
NZ_CP097562.1	1901984	1902583		plus	recombination mediator RecR	recR	0	protein-coding		WP_023276061.1	199	N508_RS08855
NZ_CP097562.1	1902984	1903676		plus	DNA methyltransferase		0	protein-coding		WP_023276062.1	230	N508_RS08860
NZ_CP097562.1	1904111	1905673		plus	Rne/Rng family ribonuclease		0	protein-coding		WP_023276063.1	520	N508_RS08865
NZ_CP097562.1	1905930	1906523		plus	RlmE family RNA methyltransferase		0	protein-coding		WP_023276064.1	197	N508_RS08870
NZ_CP097562.1	1906541	1907248		plus	hypothetical protein		0	protein-coding		WP_023276065.1	235	N508_RS08875
NZ_CP097562.1	1907359	1908300		plus	glycosyltransferase		0	protein-coding		WP_023276066.1	313	N508_RS08880
NZ_CP097562.1	1908301	1908720		plus	GtrA family protein		0	protein-coding		WP_023276067.1	139	N508_RS08885
NZ_CP097562.1	1908763	1910151		plus	DUF6056 family protein		0	protein-coding		WP_023276068.1	462	N508_RS08890
NZ_CP097562.1	1910151	1910981		plus	glycosyltransferase		0	protein-coding		WP_023276069.1	276	N508_RS08895
NZ_CP097562.1	1911354	1914392		plus	Ig-like domain-containing protein		0	protein-coding		WP_023276070.1	1012	N508_RS08900
NZ_CP097562.1	1914450	1917278		plus	Ig-like domain-containing protein		0	protein-coding		WP_023276071.1	942	N508_RS08905
NZ_CP097562.1	1917317	1917745		minus	phage tail assembly chaperone		0	protein-coding		WP_023276072.1	142	N508_RS08910
NZ_CP097562.1	1917761	1920352		minus	hypothetical protein		0	protein-coding		WP_023276073.1	863	N508_RS08915
NZ_CP097562.1	1920345	1921067		minus	hypothetical protein		0	protein-coding		WP_023276074.1	240	N508_RS08920
NZ_CP097562.1	1921376	1923349		plus	excinuclease ABC subunit UvrB	uvrB	0	protein-coding		WP_023276075.1	657	N508_RS08925
NZ_CP097562.1	1923367	1925838		plus	PBP1A family penicillin-binding protein		0	protein-coding		WP_023276076.1	823	N508_RS08930
NZ_CP097562.1	1925844	1926866		plus	sigma 54-interacting transcriptional regulator		0	protein-coding		WP_023276077.1	340	N508_RS08935
NZ_CP097562.1	1926870	1927304		plus	DUF2141 domain-containing protein		0	protein-coding		WP_023276078.1	144	N508_RS08940
NZ_CP097562.1	1927418	1928392		plus	SLAC1 anion channel family protein		0	protein-coding		WP_023276079.1	324	N508_RS08945
NZ_CP097562.1	1928901	1929077		plus	4Fe-4S binding protein		0	protein-coding		WP_023276080.1	58	N508_RS08950
NZ_CP097562.1	1929318	1929962		plus	serine O-acetyltransferase	cysE	0	protein-coding		WP_023276081.1	214	N508_RS08955
NZ_CP097562.1	1929974	1930396		plus	Rrf2 family transcriptional regulator		0	protein-coding		WP_023276082.1	140	N508_RS08960
NZ_CP097562.1	1930461	1931621		plus	cysteine desulfurase family protein		0	protein-coding		WP_023276083.1	386	N508_RS08965
NZ_CP097562.1	1931623	1931880		plus	hypothetical protein		0	protein-coding		WP_023276084.1	85	N508_RS08970
NZ_CP097562.1	1931939	1932799		plus	EamA family transporter		0	protein-coding		WP_023276085.1	286	N508_RS08975
NZ_CP097562.1	1933276	1934085		plus	hypothetical protein		0	protein-coding		WP_023276086.1	269	N508_RS08980
NZ_CP097562.1	1934116	1934271		minus	IS3 family transposase		0	protein-coding		WP_081700816.1	51	N508_RS10985
NZ_CP097562.1	1934357	1935295		plus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023276087.1	312	N508_RS08985
NZ_CP097562.1	1935297	1936133		minus	IS3 family transposase		0	protein-coding		WP_076653984.1	278	N508_RS08990
NZ_CP097562.1	1936064	1936621		minus	hypothetical protein		0	protein-coding		WP_023274985.1	185	N508_RS08995
NZ_CP097562.1	1936848	1937168		minus	hypothetical protein		0	protein-coding		WP_023276089.1	106	N508_RS09000
NZ_CP097562.1	1937240	1939546		minus	flagellin		0	protein-coding		WP_023276090.1	768	N508_RS09005
NZ_CP097562.1	1941536	1943830		plus	flagellin		0	protein-coding		WP_023276091.1	764	N508_RS09010
NZ_CP097562.1	1944206	1944487		plus	hypothetical protein		0	protein-coding		WP_023276092.1	93	N508_RS09015
NZ_CP097562.1	1945343	1947706		plus	flagellin		0	protein-coding		WP_081700812.1	787	N508_RS09020
NZ_CP097562.1	1947807	1948121		plus	hypothetical protein		0	protein-coding		WP_023276095.1	104	N508_RS09025
NZ_CP097562.1	1948670	1948867		plus	hypothetical protein		0	protein-coding		WP_040636901.1	65	N508_RS09030
NZ_CP097562.1	1949157	1950263		plus	glycerophosphodiester phosphodiesterase	glpQ	0	protein-coding		WP_023276097.1	368	N508_RS09035
NZ_CP097562.1	1950377	1950467		minus	tRNA-Ser		0	tRNA				N508_RS09040
NZ_CP097562.1	1950549	1950743		minus	hypothetical protein		0	protein-coding		WP_023276098.1	64	N508_RS09045
NZ_CP097562.1	1950877	1952205		minus	anaerobic C4-dicarboxylate transporter		0	protein-coding		WP_023276099.1	442	N508_RS09050
NZ_CP097562.1	1952611	1952964		plus	DMT family protein		0	protein-coding		WP_023276100.1	117	N508_RS09055
NZ_CP097562.1	1952957	1953739		minus	EFR1 family ferrodoxin		0	protein-coding		WP_023276101.1	260	N508_RS09060
NZ_CP097562.1	1953927	1954982		plus	heat-inducible transcriptional repressor HrcA	hrcA	0	protein-coding		WP_023276102.1	351	N508_RS09065
NZ_CP097562.1	1954982	1955587		plus	nucleotide exchange factor GrpE	grpE	0	protein-coding		WP_023276103.1	201	N508_RS09070
NZ_CP097562.1	1955630	1957552		plus	molecular chaperone DnaK	dnaK	0	protein-coding		WP_023276104.1	640	N508_RS09075
NZ_CP097562.1	1957736	1958011		plus	TfoX/Sxy family DNA transformation protein		0	protein-coding		WP_023276105.1	91	N508_RS09080
NZ_CP097562.1	1958223	1959341		plus	molecular chaperone DnaJ	dnaJ	0	protein-coding		WP_023276106.1	372	N508_RS09085
NZ_CP097562.1	1959704	1963057		minus	homocysteine S-methyltransferase family protein		0	protein-coding		WP_023276107.1	1117	N508_RS09090
NZ_CP097562.1	1963315	1965177		plus	hypothetical protein		0	protein-coding		WP_023276108.1	620	N508_RS09095
NZ_CP097562.1	1965179	1965997		plus	ATP-binding cassette domain-containing protein		0	protein-coding		WP_023276109.1	272	N508_RS09100
NZ_CP097562.1	1965994	1967424		plus	cysteine--tRNA ligase	cysS	0	protein-coding		WP_023276110.1	476	N508_RS09105
NZ_CP097562.1	1967506	1968096		plus	ABC transporter ATP-binding protein		0	protein-coding		WP_023276111.1	196	N508_RS09110
NZ_CP097562.1	1968147	1969367		minus	HD-GYP domain-containing protein		0	protein-coding		WP_023276112.1	406	N508_RS09115
NZ_CP097562.1	1969387	1971060		minus	Na/Pi cotransporter family protein		0	protein-coding		WP_023276113.1	557	N508_RS09120
NZ_CP097562.1	1971266	1972507		plus	diaminopimelate decarboxylase		0	protein-coding		WP_023276114.1	413	N508_RS09125
NZ_CP097562.1	1972528	1972848		plus	DUF4282 domain-containing protein		0	protein-coding		WP_023276115.1	106	N508_RS09130
NZ_CP097562.1	1972841	1973242		plus	DUF4282 domain-containing protein		0	protein-coding		WP_023276116.1	133	N508_RS09135
NZ_CP097562.1	1973247	1973564		plus	DUF4282 domain-containing protein		0	protein-coding		WP_023276117.1	105	N508_RS09140
NZ_CP097562.1	1974057	1975574		plus	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"	gpmI	0	protein-coding		WP_023276118.1	505	N508_RS09145
NZ_CP097562.1	1975578	1976240		plus	ComF family protein		0	protein-coding		WP_023276119.1	220	N508_RS09150
NZ_CP097562.1	1976661	1977512		plus	methylenetetrahydrofolate reductase [NAD(P)H]	metF	0	protein-coding		WP_023276120.1	283	N508_RS09155
NZ_CP097562.1	1977693	1979081		plus	sodium:alanine symporter family protein		0	protein-coding		WP_023276121.1	462	N508_RS09160
NZ_CP097562.1	1979159	1981219		plus	ATP-binding cassette domain-containing protein		0	protein-coding		WP_023276122.1	686	N508_RS09165
NZ_CP097562.1	1981226	1981927		plus	LysE family transporter		0	protein-coding		WP_023276123.1	233	N508_RS09170
NZ_CP097562.1	1981940	1982377		minus	hypothetical protein		0	protein-coding		WP_040636906.1	145	N508_RS09175
NZ_CP097562.1	1982922	1983494		plus	hypothetical protein		0	protein-coding		WP_040636908.1	190	N508_RS09180
NZ_CP097562.1	1983511	1984518		plus	hypothetical protein		0	protein-coding		WP_023276126.1	335	N508_RS09185
NZ_CP097562.1	1984535	1985515		plus	DUF1848 domain-containing protein		0	protein-coding		WP_023276127.1	326	N508_RS09190
NZ_CP097562.1	1985731	1986270		plus	DUF2062 domain-containing protein		0	protein-coding		WP_023276128.1	179	N508_RS09195
NZ_CP097562.1	1986415	1987341		minus	hypothetical protein		0	protein-coding		WP_023276129.1	308	N508_RS09200
NZ_CP097562.1	1987651	1988754		minus	ABC transporter permease		0	protein-coding		WP_023276130.1	367	N508_RS09205
NZ_CP097562.1	1988759	1989862		minus	ABC transporter permease		0	protein-coding		WP_023276131.1	367	N508_RS09210
NZ_CP097562.1	1989865	1990575		minus	uncharacterized gene		0	pseudogene				N508_RS09215
NZ_CP097562.1	1990590	1991489		minus	ABC transporter ATP-binding protein		0	protein-coding		WP_143815557.1	299	N508_RS09220
NZ_CP097562.1	1991486	1992391		minus	HlyD family efflux transporter periplasmic adaptor subunit		0	protein-coding		WP_023276134.1	301	N508_RS09225
NZ_CP097562.1	1992405	1993667		minus	TolC family protein		0	protein-coding		WP_023276135.1	420	N508_RS09230
NZ_CP097562.1	1993660	1994274		minus	TetR/AcrR family transcriptional regulator		0	protein-coding		WP_023276136.1	204	N508_RS09235
NZ_CP097562.1	1994480	1995403		plus	diaminopimelate dehydrogenase		0	protein-coding		WP_023276137.1	307	N508_RS09240
NZ_CP097562.1	1995970	1997518		plus	16S ribosomal RNA		0	rRNA				N508_RS09245
NZ_CP097562.1	1997804	1997877		plus	tRNA-Ile		0	tRNA				N508_RS09250
NZ_CP097562.1	1998209	1998281		plus	tRNA-Ala		0	tRNA				N508_RS09255
NZ_CP097562.1	1998404	2001314		plus	23S ribosomal RNA		0	rRNA				N508_RS09260
NZ_CP097562.1	2001403	2001520		plus	5S ribosomal RNA	rrf	0	rRNA				N508_RS09265
NZ_CP097562.1	2003322	2004095		minus	SDR family NAD(P)-dependent oxidoreductase		0	protein-coding		WP_023276798.1	257	N508_RS09270
NZ_CP097562.1	2004108	2004824		minus	hypothetical protein		0	protein-coding		WP_023276799.1	238	N508_RS09275
NZ_CP097562.1	2004852	2005514		minus	hypothetical protein		0	protein-coding		WP_023276800.1	220	N508_RS09280
NZ_CP097562.1	2005518	2006531		minus	hypothetical protein		0	protein-coding		WP_023276801.1	337	N508_RS09285
NZ_CP097562.1	2006547	2007458		minus	type II secretion system protein GspK		0	protein-coding		WP_023276802.1	303	N508_RS09290
NZ_CP097562.1	2007459	2007980		minus	prepilin-type N-terminal cleavage/methylation domain-containing protein		0	protein-coding		WP_023276803.1	173	N508_RS09295
NZ_CP097562.1	2007980	2008351		minus	prepilin-type N-terminal cleavage/methylation domain-containing protein		0	protein-coding		WP_023276804.1	123	N508_RS09300
NZ_CP097562.1	2008351	2008794		minus	prepilin-type N-terminal cleavage/methylation domain-containing protein		0	protein-coding		WP_023276805.1	147	N508_RS09305
NZ_CP097562.1	2008850	2009299		minus	type II secretion system major pseudopilin GspG	gspG	0	protein-coding		WP_023276806.1	149	N508_RS09310
NZ_CP097562.1	2009510	2009815		plus	JDVT-CTERM system glutamic-type intramembrane protease		0	protein-coding		WP_350028806.1	101	N508_RS10990
NZ_CP097562.1	2010388	2011182		plus	hypothetical protein		0	protein-coding		WP_040637378.1	264	N508_RS09315
NZ_CP097562.1	2011179	2013377		plus	type II secretion system secretin GspD	gspD	0	protein-coding		WP_023276809.1	732	N508_RS09320
NZ_CP097562.1	2013390	2014847		plus	GspE/PulE family protein		0	protein-coding		WP_023276810.1	485	N508_RS09325
NZ_CP097562.1	2014847	2016046		plus	type II secretion system F family protein		0	protein-coding		WP_023276811.1	399	N508_RS09330
NZ_CP097562.1	2016048	2016668		plus	LysE family translocator		0	protein-coding		WP_023276812.1	206	N508_RS09335
NZ_CP097562.1	2017076	2017606		minus	thiamine phosphate synthase		0	protein-coding		WP_023276813.1	176	N508_RS09340
NZ_CP097562.1	2017754	2019160		plus	TolC family protein		0	protein-coding		WP_023276814.1	468	N508_RS09345
NZ_CP097562.1	2019196	2020182		plus	efflux RND transporter periplasmic adaptor subunit		0	protein-coding		WP_023276815.1	328	N508_RS09350
NZ_CP097562.1	2020189	2021373		plus	ABC transporter permease		0	protein-coding		WP_023276816.1	394	N508_RS09355
NZ_CP097562.1	2021370	2022518		plus	ABC transporter permease		0	protein-coding		WP_023276817.1	382	N508_RS09360
NZ_CP097562.1	2022596	2022964		plus	META domain-containing protein		0	protein-coding		WP_023276818.1	122	N508_RS09365
NZ_CP097562.1	2024492	2025133		plus	50S ribosomal protein L4	rplD	0	protein-coding		WP_023276819.1	213	N508_RS09370
NZ_CP097562.1	2025133	2025417		plus	50S ribosomal protein L23		0	protein-coding		WP_023276820.1	94	N508_RS09375
NZ_CP097562.1	2025432	2026253		plus	50S ribosomal protein L2	rplB	0	protein-coding		WP_023276821.1	273	N508_RS09380
NZ_CP097562.1	2026271	2026549		plus	30S ribosomal protein S19	rpsS	0	protein-coding		WP_023276822.1	92	N508_RS09385
NZ_CP097562.1	2026555	2026974		plus	50S ribosomal protein L22	rplV	0	protein-coding		WP_023276823.1	139	N508_RS09390
NZ_CP097562.1	2026974	2027627		plus	30S ribosomal protein S3	rpsC	0	protein-coding		WP_023276824.1	217	N508_RS09395
NZ_CP097562.1	2027630	2028055		plus	50S ribosomal protein L16	rplP	0	protein-coding		WP_023276825.1	141	N508_RS09400
NZ_CP097562.1	2028052	2028264		plus	50S ribosomal protein L29	rpmC	0	protein-coding		WP_040637397.1	70	N508_RS09405
NZ_CP097562.1	2028254	2028535		plus	30S ribosomal protein S17	rpsQ	0	protein-coding		WP_023276827.1	93	N508_RS09410
NZ_CP097562.1	2028535	2028903		plus	50S ribosomal protein L14	rplN	0	protein-coding		WP_023276828.1	122	N508_RS09415
NZ_CP097562.1	2028913	2029242		plus	50S ribosomal protein L24	rplX	0	protein-coding		WP_023276829.1	109	N508_RS09420
NZ_CP097562.1	2029253	2029789		plus	50S ribosomal protein L5	rplE	0	protein-coding		WP_023276830.1	178	N508_RS09425
NZ_CP097562.1	2029804	2029989		plus	type Z 30S ribosomal protein S14		0	protein-coding		WP_023276831.1	61	N508_RS09430
NZ_CP097562.1	2030008	2030406		plus	30S ribosomal protein S8	rpsH	0	protein-coding		WP_023276832.1	132	N508_RS09435
NZ_CP097562.1	2030420	2031001		plus	50S ribosomal protein L6	rplF	0	protein-coding		WP_023276833.1	193	N508_RS09440
NZ_CP097562.1	2031011	2031379		plus	50S ribosomal protein L18	rplR	0	protein-coding		WP_040637381.1	122	N508_RS09445
NZ_CP097562.1	2031394	2031894		plus	30S ribosomal protein S5	rpsE	0	protein-coding		WP_023276835.1	166	N508_RS09450
NZ_CP097562.1	2032442	2033353		plus	IS30 family transposase		0	protein-coding		WP_283805218.1	303	N508_RS09455
NZ_CP097562.1	2033478	2033957		plus	50S ribosomal protein L15	rplO	0	protein-coding		WP_023276836.1	159	N508_RS09460
NZ_CP097562.1	2034288	2035463		plus	PD-(D/E)XK nuclease family protein		0	protein-coding		WP_023276837.1	391	N508_RS09465
NZ_CP097562.1	2035832	2037148		plus	preprotein translocase subunit SecY	secY	0	protein-coding		WP_023276838.1	438	N508_RS09470
NZ_CP097562.1	2037145	2037792		plus	adenylate kinase		0	protein-coding		WP_023276839.1	215	N508_RS09475
NZ_CP097562.1	2037792	2038550		plus	type I methionyl aminopeptidase	map	0	protein-coding		WP_023276840.1	252	N508_RS09480
NZ_CP097562.1	2038592	2038813		plus	translation initiation factor IF-1	infA	0	protein-coding		WP_023276841.1	73	N508_RS09485
NZ_CP097562.1	2038827	2038940		plus	50S ribosomal protein L36	rpmJ	0	protein-coding		WP_076653971.1	37	N508_RS09490
NZ_CP097562.1	2038952	2039320		plus	30S ribosomal protein S13	rpsM	0	protein-coding		WP_023276842.1	122	N508_RS09495
NZ_CP097562.1	2039432	2039818		plus	30S ribosomal protein S11	rpsK	0	protein-coding		WP_023276843.1	128	N508_RS09500
NZ_CP097562.1	2039830	2040456		plus	30S ribosomal protein S4	rpsD	0	protein-coding		WP_023276844.1	208	N508_RS09505
NZ_CP097562.1	2040488	2041492		plus	DNA-directed RNA polymerase subunit alpha		0	protein-coding		WP_347342706.1	334	N508_RS09510
NZ_CP097562.1	2041492	2041857		plus	50S ribosomal protein L17	rplQ	0	protein-coding		WP_023276846.1	121	N508_RS09515
NZ_CP097562.1	2043100	2043447		minus	50S ribosomal protein L20	rplT	0	protein-coding		WP_023276847.1	115	N508_RS09520
NZ_CP097562.1	2043555	2043758		minus	50S ribosomal protein L35	rpmI	0	protein-coding		WP_023276848.1	67	N508_RS09525
NZ_CP097562.1	2043800	2044390		minus	translation initiation factor IF-3	infC	0	protein-coding		WP_350028807.1	196	N508_RS09530
NZ_CP097562.1	2044397	2046319		minus	threonine--tRNA ligase	thrS	0	protein-coding		WP_023276850.1	640	N508_RS09535
NZ_CP097562.1	2046371	2046442		minus	tRNA-Val		0	tRNA				N508_RS09540
NZ_CP097562.1	2046528	2046791		minus	hypothetical protein		0	protein-coding		WP_023276851.1	87	N508_RS09545
NZ_CP097562.1	2046838	2047842		plus	ankyrin repeat domain-containing protein		0	protein-coding		WP_023276852.1	334	N508_RS09550
NZ_CP097562.1	2048214	2049272		plus	chorismate synthase	aroC	0	protein-coding		WP_023276853.1	352	N508_RS09555
NZ_CP097562.1	2049269	2049664		plus	hypothetical protein		0	protein-coding		WP_023276854.1	131	N508_RS09560
NZ_CP097562.1	2049661	2050242		minus	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein		0	protein-coding		WP_023276855.1	193	N508_RS09565
NZ_CP097562.1	2051116	2051646		minus	nitroreductase family protein		0	protein-coding		WP_023276856.1	176	N508_RS09570
NZ_CP097562.1	2051967	2052878		plus	IS30 family transposase		0	protein-coding		WP_283805218.1	303	N508_RS09575
NZ_CP097562.1	2052963	2053589		plus	hypothetical protein		0	protein-coding		WP_023276857.1	208	N508_RS09580
NZ_CP097562.1	2053769	2054641		plus	5-bromo-4-chloroindolyl phosphate hydrolysis family protein		0	protein-coding		WP_023276858.1	290	N508_RS09585
NZ_CP097562.1	2054659	2055807		plus	toxic anion resistance protein		0	protein-coding		WP_023276859.1	382	N508_RS09590
NZ_CP097562.1	2056285	2057181		minus	IS3 family transposase		0	protein-coding		WP_143815552.1	298	N508_RS09595
NZ_CP097562.1	2057112	2057669		minus	hypothetical protein		0	protein-coding		WP_023274985.1	185	N508_RS09600
NZ_CP097562.1	2057800	2058006		minus	hypothetical protein		0	protein-coding		WP_023276860.1	68	N508_RS09605
NZ_CP097562.1	2058015	2058278		minus	hypothetical protein		0	protein-coding		WP_023276861.1	87	N508_RS09610
NZ_CP097562.1	2058271	2058861		minus	molybdenum cofactor guanylyltransferase		0	protein-coding		WP_023276862.1	196	N508_RS09615
NZ_CP097562.1	2058861	2060081		minus	gephyrin-like molybdotransferase Glp	glp	0	protein-coding		WP_023276863.1	406	N508_RS09620
NZ_CP097562.1	2060444	2060734		minus	hypothetical protein		0	protein-coding		WP_023276864.1	96	N508_RS09625
NZ_CP097562.1	2060764	2062458		minus	fused response regulator/phosphatase		0	protein-coding		WP_023276865.1	564	N508_RS09630
NZ_CP097562.1	2062537	2064573		minus	methyl-accepting chemotaxis protein		0	protein-coding		WP_023276866.1	678	N508_RS09635
NZ_CP097562.1	2064829	2065170		minus	AzlD domain-containing protein		0	protein-coding		WP_023276867.1	113	N508_RS09640
NZ_CP097562.1	2065163	2065870		minus	AzlC family ABC transporter permease		0	protein-coding		WP_023276868.1	235	N508_RS09645
NZ_CP097562.1	2066123	2066377		plus	hypothetical protein		0	protein-coding		WP_023276869.1	84	N508_RS09650
NZ_CP097562.1	2066569	2066880		minus	DUF952 domain-containing protein		0	protein-coding		WP_023276870.1	103	N508_RS09655
NZ_CP097562.1	2066877	2068430		minus	leucine-rich repeat domain-containing protein		0	protein-coding		WP_196806270.1	517	N508_RS09660
NZ_CP097562.1	2068625	2069248		plus	hypothetical protein		0	protein-coding		WP_023276872.1	207	N508_RS09665
NZ_CP097562.1	2069245	2069937		minus	DNA/RNA nuclease SfsA	sfsA	0	protein-coding		WP_023276873.1	230	N508_RS09670
NZ_CP097562.1	2070134	2070349		plus	cold-shock protein		0	protein-coding		WP_023276874.1	71	N508_RS09675
NZ_CP097562.1	2070550	2070954		plus	transposase		0	protein-coding		WP_023276875.1	134	N508_RS09680
NZ_CP097562.1	2071011	2071451		plus	IS3 family transposase		0	protein-coding		WP_051350820.1	146	N508_RS09685
NZ_CP097562.1	2071683	2073038		plus	signal recognition particle protein	ffh	0	protein-coding		WP_023276877.1	451	N508_RS09690
NZ_CP097562.1	2073100	2073378		plus	30S ribosomal protein S16	rpsP	0	protein-coding		WP_023276878.1	92	N508_RS09695
NZ_CP097562.1	2073381	2073611		plus	KH domain-containing protein		0	protein-coding		WP_023276879.1	76	N508_RS09700
NZ_CP097562.1	2073632	2074147		plus	ribosome maturation factor RimM	rimM	0	protein-coding		WP_023276880.1	171	N508_RS09705
NZ_CP097562.1	2074134	2075426		plus	tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD	0	protein-coding		WP_023276881.1	430	N508_RS09710
NZ_CP097562.1	2075447	2075803		plus	50S ribosomal protein L19	rplS	0	protein-coding		WP_023276882.1	118	N508_RS09715
